"","fish.id","date","lat","lon","section","TL.mm","TL.cm","Wt","species","notes","PSD","substock","stock","quality","preferred","memorable","trophy"
"910",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",183,18.3,"0.061","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"911",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",146,14.6,"0.03","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"912",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",102,10.2,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"913",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",97,9.7,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"914",1015,"4/26/2011",30.94571667,-81.89948333,"8--9",430,43,"0.796","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"915",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",290,29,"0.232","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"916",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",282,28.2,"0.199","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"917",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",247,24.7,"0.137","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"918",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",209,20.9,"0.077","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"919",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",260,26,"0.161","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"920",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",182,18.2,"0.054","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"921",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",161,16.1,"0.041","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"922",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",177,17.7,"0.047","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"923",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",112,11.2,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"924",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",80,8,"0.006","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"925",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",322,32.2,"0.268","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"926",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",305,30.5,"0.242","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"927",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",266,26.6,"0.169","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"928",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",245,24.5,"0.127","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"929",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",222,22.2,"0.091","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"930",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",305,30.5,"0.24","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"931",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",170,17,"0.045","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"932",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",145,14.5,"0.026","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"933",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",140,14,"0.02","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"934",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",127,12.7,"0.019","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"935",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",156,15.6,"0.036","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"936",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",162,16.2,"0.039","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"937",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",156,15.6,"0.033","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"938",1016,"4/26/2011",30.94571667,-81.89948333,"8--9",633,63.3,"2.5","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"939",1017,"4/26/2011",30.94571667,-81.89948333,"8--9",436,43.6,"0.8","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"940",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",222,22.2,"0.103","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"941",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",178,17.8,"0.051","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"942",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",165,16.5,"0.036","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"943",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",133,13.3,"0.018","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"944",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",126,12.6,"0.017","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"945",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",265,26.5,"0.0163","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"946",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",112,11.2,"0.013","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"947",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",100,10,"0.007","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"948",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",112,11.2,"0.009","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"949",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",197,19.7,"0.064","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"950",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",175,17.5,"0.05","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"951",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",177,17.7,"0.046","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"952",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",117,11.7,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"953",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",105,10.5,"0.008","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"954",1018,"4/26/2011",30.94571667,-81.89948333,"8--9",635,63.5,"3.35","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"955",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",297,29.7,"0.237","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"956",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",293,29.3,"0.223","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"957",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",322,32.2,"0.271","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"958",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",217,21.7,"0.101","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"959",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",132,13.2,"0.019","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"960",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",127,12.7,"0.016","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"961",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",192,19.2,"0.061","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"962",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",157,15.7,"0.032","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"963",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",117,11.7,"0.012","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"964",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",116,11.6,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"965",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",115,11.5,"0.016","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"966",1019,"4/26/2011",30.94571667,-81.89948333,"8--9",470,47,"1.027","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"967",1020,"4/26/2011",30.94571667,-81.89948333,"8--9",364,36.4,"0.418","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"968",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",308,30.8,"0.244","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"969",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",255,25.5,"0.164","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"970",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",262,26.2,"0.17","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"971",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",112,11.2,"0.012","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"972",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",105,10.5,"0.008","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"973",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",261,26.1,"0.164","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"974",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",227,22.7,"0.114","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"975",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",262,26.2,"0.161","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"976",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",163,16.3,"0.036","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"977",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",112,11.2,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"978",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",95,9.5,"0.007","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"979",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",140,14,"0.024","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"980",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",102,10.2,"0.007","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"981",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",92,9.2,"0.005","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"982",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",105,10.5,"0.009","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"983",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",107,10.7,"0.009","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"984",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",180,18,"0.051","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"985",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",113,11.3,"0.008","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"986",1021,"4/26/2011",30.94571667,-81.89948333,"8--9",1080,108,"20.2","Flathead Catfish","Mark2011","trophy",0,0,0,0,0,1
"987",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",345,34.5,"0.378","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"988",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",127,12.7,"0.016","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"989",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",256,25.6,"0.154","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"990",1022,"4/26/2011",30.94571667,-81.89948333,"8--9",356,35.6,"0.396","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"991",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",177,17.7,"0.05","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"992",1033,"4/27/2011",30.90786667,-81.90786667,"9",675,67.5,"4.65","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"993",1023,"4/27/2011",30.90786667,-81.90786667,"9",710,71,"5.75","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"994",8888,"4/27/2011",30.90786667,-81.90786667,"9",109,10.9,"0.0012","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"995",8888,"4/27/2011",30.90786667,-81.90786667,"9",109,10.9,"0.011","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"996",8888,"4/27/2011",30.90786667,-81.90786667,"9",211,21.1,"0.08","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"997",8888,"4/27/2011",30.90786667,-81.90786667,"9",216,21.6,"0.081","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"998",1024,"4/27/2011",30.90786667,-81.90786667,"9",392,39.2,"0.533","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"999",1025,"4/27/2011",30.90786667,-81.90786667,"9",740,74,"6.15","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1000",1026,"4/27/2011",30.90786667,-81.90786667,"9",720,72,"4.5","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1001",1027,"4/27/2011",30.90786667,-81.90786667,"9",655,65.5,"3.55","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1002",1028,"4/27/2011",30.90786667,-81.90786667,"9",615,61.5,"3.45","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1003",1029,"4/27/2011",30.90786667,-81.90786667,"9",356,35.6,"0.394","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1004",8888,"4/27/2011",30.90786667,-81.90786667,"9",312,31.2,"0.278","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1005",8888,"4/27/2011",30.90786667,-81.90786667,"9",253,25.3,"0.152","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1006",8888,"4/27/2011",30.90786667,-81.90786667,"9",255,25.5,"0.157","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1007",8888,"4/27/2011",30.90786667,-81.90786667,"9",178,17.8,"0.047","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1008",8888,"4/27/2011",30.90786667,-81.90786667,"9",152,15.2,"0.033","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1009",8888,"4/27/2011",30.90786667,-81.90786667,"9",89,8.9,"0.005","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1010",8888,"4/27/2011",30.90786667,-81.90786667,"9",72,7.2,"0.002","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1011",1030,"4/27/2011",30.90786667,-81.90786667,"9",436,43.6,"0.872","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1012",1031,"4/27/2011",30.90786667,-81.90786667,"9",568,56.8,"2.3","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1013",1032,"4/27/2011",30.90786667,-81.90786667,"9",800,80,"6.65","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1014",1034,"4/27/2011",30.90786667,-81.90786667,"9",600,60,"2.55","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1015",1036,"4/27/2011",30.90786667,-81.90786667,"9",617,61.7,"2.6","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1016",8888,"4/27/2011",30.90786667,-81.90786667,"9",313,31.3,"0.278","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1017",8888,"4/27/2011",30.90786667,-81.90786667,"9",245,24.5,"0.126","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1018",8888,"4/27/2011",30.90786667,-81.90786667,"9",197,19.7,"0.071","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1019",8888,"4/27/2011",30.90786667,-81.90786667,"9",262,26.2,"0.069","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1020",8888,"4/27/2011",30.90786667,-81.90786667,"9",227,22.7,"0.1","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1021",1037,"4/27/2011",30.90786667,-81.90786667,"9",615,61.5,"2.6","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1022",1038,"4/27/2011",30.90786667,-81.90786667,"9",520,52,"1.65","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1023",8888,"4/27/2011",30.90786667,-81.90786667,"9",277,27.7,"0.198","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1024",8888,"4/27/2011",30.90786667,-81.90786667,"9",267,26.7,"0.169","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1025",8888,"4/27/2011",30.90786667,-81.90786667,"9",255,25.5,"0.128","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1026",8888,"4/27/2011",30.90786667,-81.90786667,"9",222,22.2,"0.094","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1027",8888,"4/27/2011",30.90786667,-81.90786667,"9",322,32.2,"0.283","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1028",8888,"4/27/2011",30.90786667,-81.90786667,"9",197,19.7,"0.058","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1029",8888,"4/27/2011",30.90786667,-81.90786667,"9",162,16.2,"0.076","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1030",8888,"4/27/2011",30.90786667,-81.90786667,"9",158,15.8,"0.031","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1031",8888,"4/27/2011",30.90786667,-81.90786667,"9",130,13,"0.027","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1032",8888,"4/27/2011",30.90786667,-81.90786667,"9",267,26.7,"0.17","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1033",8888,"4/27/2011",30.90786667,-81.90786667,"9",227,22.7,"0.105","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1034",8888,"4/27/2011",30.90786667,-81.90786667,"9",155,15.5,"0.039","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1035",8888,"4/27/2011",30.90786667,-81.90786667,"9",167,16.7,"0.043","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1036",8888,"4/27/2011",30.90786667,-81.90786667,"9",213,21.3,"0.091","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1037",8888,"4/27/2011",30.90786667,-81.90786667,"9",212,21.2,"0.093","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1038",8888,"4/27/2011",30.90786667,-81.90786667,"9",192,19.2,"0.061","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1039",8888,"4/27/2011",30.90786667,-81.90786667,"9",220,22,"0.096","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1040",8888,"4/27/2011",30.90786667,-81.90786667,"9",145,14.5,"0.03","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1041",8888,"4/27/2011",30.90786667,-81.90786667,"9",154,15.4,"0.035","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1042",8888,"4/27/2011",30.90786667,-81.90786667,"9",153,15.3,"0.04","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1043",8888,"4/27/2011",30.90786667,-81.90786667,"9",137,13.7,"0.026","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1044",8888,"4/27/2011",30.90786667,-81.90786667,"9",85,8.5,"0.007","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1045",8888,"4/27/2011",30.90786667,-81.90786667,"9",82,8.2,"0.005","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1046",8888,"4/27/2011",30.90786667,-81.90786667,"9",97,9.7,"0.009","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1047",1039,"4/27/2011",30.90786667,-81.90786667,"9",685,68.5,"4","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1048",1040,"4/27/2011",30.90786667,-81.90786667,"9",507,50.7,"1.3","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1049",8888,"4/27/2011",30.90786667,-81.90786667,"9",238,23.8,"0.112","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1050",8888,"4/27/2011",30.90786667,-81.90786667,"9",207,20.7,"0.074","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1051",1041,"4/27/2011",30.90786667,-81.90786667,"9",650,65,"3.5","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1052",1042,"4/27/2011",30.90786667,-81.90786667,"9",590,59,"2.6","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1053",8888,"4/27/2011",30.90786667,-81.90786667,"9",192,19.2,"0.062","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1054",1043,"4/27/2011",30.90786667,-81.90786667,"9",420,42,"0.7","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1055",8888,"4/27/2011",30.90786667,-81.90786667,"9",248,24.8,"0.142","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1056",8888,"4/27/2011",30.90786667,-81.90786667,"9",158,15.8,"0.043","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1057",8888,"4/27/2011",30.90958333,-81.87321667,"9",151,15.1,"0.024","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1058",1044,"4/27/2011",30.90958333,-81.87321667,"9",462,46.2,"1.035","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1059",8888,"4/27/2011",30.90958333,-81.87321667,"9",280,28,"0.2","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1060",1045,"4/27/2011",30.90958333,-81.87321667,"9",815,81.5,"8.65","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1061",1046,"4/27/2011",30.90958333,-81.87321667,"9",640,64,"3.05","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1062",1047,"4/27/2011",30.90958333,-81.87321667,"9",470,47,"0.95","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1063",1048,"4/27/2011",30.90958333,-81.87321667,"9",595,59.5,"2.7","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1064",8888,"4/27/2011",30.90958333,-81.87321667,"9",267,26.7,"0.175","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1065",8888,"4/27/2011",30.90958333,-81.87321667,"9",145,14.5,"0.032","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1066",1049,"4/27/2011",30.90958333,-81.87321667,"9",408,40.8,"0.65","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1067",1050,"4/27/2011",30.90958333,-81.87321667,"9",712,71.2,"4.5","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1068",1051,"4/27/2011",30.90958333,-81.87321667,"9",605,60.5,"2.55","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1069",8888,"4/27/2011",30.90958333,-81.87321667,"9",274,27.4,"0.15","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1070",1052,"4/27/2011",30.90958333,-81.87321667,"9",685,68.5,"3.7","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1071",1053,"4/27/2011",30.90958333,-81.87321667,"9",480,48,"1.15","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1072",8888,"4/27/2011",30.90958333,-81.87321667,"9",310,31,"0.25","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1073",8888,"4/27/2011",30.90958333,-81.87321667,"9",222,22.2,"0.01","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1074",1054,"4/27/2011",30.90958333,-81.87321667,"9",357,35.7,"0.45","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1075",1055,"4/27/2011",30.90958333,-81.87321667,"9",460,46,"1","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1076",1056,"4/27/2011",30.90958333,-81.87321667,"9",507,50.7,"1.4","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1077",1057,"4/27/2011",30.90958333,-81.87321667,"9",666,66.6,"3.65","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1078",1058,"4/27/2011",30.90958333,-81.87321667,"9",415,41.5,"0.8","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1079",1059,"4/27/2011",30.90958333,-81.87321667,"9",652,65.2,"3.25","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1080",1060,"4/27/2011",30.90958333,-81.87321667,"9",520,52,"1.45","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1081",1061,"4/27/2011",30.90958333,-81.87321667,"9",360,36,"0.4","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1082",1062,"4/27/2011",30.90958333,-81.87321667,"9",590,59,"2.9","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1083",1063,"4/27/2011",30.90958333,-81.87321667,"9",562,56.2,"1.9","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1084",1064,"4/27/2011",30.90958333,-81.87321667,"9",780,78,"8.3","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"1085",8888,"4/27/2011",30.90958333,-81.87321667,"9",170,17,"0.048","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1086",1065,"4/27/2011",30.90958333,-81.87321667,"9",485,48.5,"1.1","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1087",8888,"4/27/2011",30.90958333,-81.87321667,"9",278,27.8,"0.203","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1088",8888,"4/27/2011",30.90958333,-81.87321667,"9",200,20,"0.08","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1089",8888,"4/27/2011",30.90958333,-81.87321667,"9",182,18.2,"0.063","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1090",8888,"4/27/2011",30.90958333,-81.87321667,"9",204,20.4,"0.089","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1091",8888,"4/27/2011",30.90958333,-81.87321667,"9",197,19.7,"0.068","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1092",8888,"4/27/2011",30.90958333,-81.87321667,"9",295,29.5,"0.245","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1093",1066,"4/27/2011",30.90958333,-81.87321667,"9",585,58.5,"0.35","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"1094",1067,"4/27/2011",30.90958333,-81.87321667,"9",381,38.1,"0.55","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"1095",8888,"4/27/2011",30.90958333,-81.87321667,"9",288,28.8,"0.23","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1096",8888,"4/27/2011",30.90958333,-81.87321667,"9",247,24.7,"0.15","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1097",8888,"4/27/2011",30.90958333,-81.87321667,"9",192,19.2,"0.07","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1098",8888,"4/27/2011",30.90958333,-81.87321667,"9",275,27.5,"0.21","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1099",8888,"4/27/2011",30.90958333,-81.87321667,"9",180,18,"0.063","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1100",8888,"4/27/2011",30.90958333,-81.87321667,"9",197,19.7,"0.068","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1101",8888,"4/27/2011",30.90958333,-81.87321667,"9",185,18.5,"0.064","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"1102",8888,"4/27/2011",30.90958333,-81.87321667,"9",140,14,"0.03","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
