"","fish.id","date","lat","lon","section","TL.mm","TL.cm","Wt","species","notes","PSD","substock","stock","quality","preferred","memorable","trophy"
"710",485,"4/8/2008",31.09444444,-81.91388889,"6",740,74,"5.6","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"711",486,"4/10/2008",31.00277778,-81.90416667,"7",675,67.5,"4.2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"712",283,"4/10/2008",31.03166667,-81.90638889,"7",630,63,"3.916","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"713",487,"4/10/2008",31.02777778,-81.90416667,"7",649,64.9,"4.3","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"714",488,"4/10/2008",31.01916667,-81.90638889,"7",706,70.6,"5.6","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"715",489,"4/10/2008",31.01916667,-81.90638889,"7",876,87.6,"10.8","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"716",490,"4/10/2008",31.01916667,-81.90638889,"7",356,35.6,"0.8","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"717",491,"4/10/2008",31.00055556,-81.90916667,"7",600,60,"3.2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"718",492,"4/10/2008",31.00055556,-81.90916667,"7",940,94,"11.8","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"719",493,"4/10/2008",31.00055556,-81.90916667,"7",595,59.5,"3.2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"720",494,"4/10/2008",31.00055556,-81.90916667,"7",600,60,"2.9","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"721",495,"4/10/2008",31.00055556,-81.90916667,"7",1032,103.2,"19.3","Flathead Catfish","Mark2008","trophy",0,0,0,0,0,1
"722",496,"4/10/2008",31.00055556,-81.90916667,"7",685,68.5,"4.6","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"723",497,"4/21/2008",31.2507,-81.86315,"3",642,64.2,"3.08","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"724",498,"4/21/2008",31.2507,-81.86315,"3",438,43.8,"1.018","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"725",499,"4/21/2008",31.24001667,-81.86366667,"3",555,55.5,"2.267","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"726",501,"4/24/2008",31.18606667,-81.87581667,"4",950,95,"14.6","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"727",502,"4/24/2008",31.15876667,-81.85826667,"4",637,63.7,"4.022","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"728",503,"4/24/2008",31.15876667,-81.85826667,"4",645,64.5,"3.481","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"729",8888,"4/24/2008",31.18606667,-81.87581667,"4",1080,108,"18.5","Flathead Catfish","Mark2008","trophy",0,0,0,0,0,1
"730",504,"4/29/2008",31.14385,-81.8695,"5",891,89.1,"10.2","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"731",505,"4/29/2008",31.14385,-81.8695,"5",623,62.3,"3.9","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"732",506,"4/29/2008",31.14385,-81.8695,"5",776,77.6,"7","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"733",507,"4/29/2008",31.14385,-81.8695,"5",754,75.4,"6.2","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"734",508,"4/29/2008",31.135,-81.87038333,"5",994,99.4,"15.1","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"735",509,"4/29/2008",31.135,-81.87038333,"5",534,53.4,"6.6","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"736",124,"4/29/2008",31.1291,-81.88518333,"5",1005,100.5,"13.7","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"737",510,"4/29/2008",31.12788333,-81.89175,"5",664,66.4,"4.7","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"738",511,"4/29/2008",31.12788333,-81.89175,"5",615,61.5,"3.4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"739",512,"4/29/2008",31.12788333,-81.89175,"5",539,53.9,"2.3","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"740",513,"4/29/2008",31.12788333,-81.89175,"5",682,68.2,"4.9","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"741",514,"4/29/2008",31.12788333,-81.89175,"5",603,60.3,"3.3","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"742",515,"4/30/2008",31.0435,-81.91443333,"7",969,96.9,"16.9","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"743",516,"4/30/2008",31.0435,-81.91443333,"7",880,88,"11.2","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"744",517,"4/30/2008",31.0248,-81.90543333,"7",600,60,"3.6","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"745",518,"4/30/2008",31.0055,-81.9095,"7",617,61.7,"3.5","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"746",519,"4/30/2008",31.0055,-81.9095,"7",931,93.1,"13.7","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"747",520,"4/30/2008",31.0055,-81.9095,"7",630,63,"3.4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"748",521,"4/30/2008",31.0055,-81.9095,"7",492,49.2,"1.9","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"749",522,"4/30/2008",31.0055,-81.9095,"7",666,66.6,"4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"750",523,"4/30/2008",30.97255,-81.91211667,"8",509,50.9,"1.7","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"751",524,"5/2/2008",31.1094,-81.90568333,"6",555,55.5,"2.5","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"752",525,"5/2/2008",31.1094,-81.90568333,"6",915,91.5,"10.3","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"753",526,"5/2/2008",31.09248333,-81.91805,"6",575,57.5,"3.2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"754",527,"5/2/2008",31.09248333,-81.91805,"6",688,68.8,"4.7","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"755",528,"5/2/2008",31.07028333,-81.92663333,"6",726,72.6,"5","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"756",109,"5/2/2008",31.11455,-81.89945,"6",455,45.5,"1.5","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"757",183,"5/2/2008",31.08073333,-81.92445,"6",545,54.5,"2.5","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"758",529,"5/5/2008",31.97535,-81.91445,"8",644,64.4,"3.7","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"759",530,"5/5/2008",31.97535,-81.91445,"8",697,69.7,"4.1","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"760",531,"5/5/2008",31.97535,-81.91445,"8",863,86.3,"10","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"761",532,"5/5/2008",31.97535,-81.91445,"8",615,61.5,"3.2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"762",533,"5/5/2008",31.97535,-81.91445,"8",845,84.5,"9.4","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"763",534,"5/5/2008",31.97535,-81.91445,"8",620,62,"2.9","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"764",346,"5/5/2008",30.96561667,-81.90218333,"8",710,71,"5","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"765",388,"5/5/2008",30.96931667,-81.90138333,"8",608,60.8,"2.5","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"766",535,"5/5/2008",31.97535,-81.91445,"8",607,60.7,"4.6","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"767",536,"5/5/2008",31.97535,-81.91445,"8",920,92,"11.2","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"768",537,"5/5/2008",31.97535,-81.91445,"8",730,73,"6.3","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"769",538,"5/5/2008",31.97535,-81.91445,"8",1030,103,"17.9","Flathead Catfish","Mark2008","trophy",0,0,0,0,0,1
"770",539,"5/5/2008",31.97535,-81.91445,"8",547,54.7,"2.2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"771",540,"5/5/2008",31.97535,-81.91445,"8",467,46.7,"0.5","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"772",541,"5/5/2008",31.97535,-81.91445,"8",570,57,"2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"773",542,"5/5/2008",31.97535,-81.91445,"8",985,98.5,"14.7","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"774",543,"5/5/2008",31.97535,-81.91445,"8",838,83.8,"9","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"775",544,"5/5/2008",31.97535,-81.91445,"8",715,71.5,"5","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"776",545,"5/5/2008",31.97535,-81.91445,"8",717,71.7,"4.9","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"777",546,"5/5/2008",31.97535,-81.91445,"8",580,58,"2.4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"778",547,"5/5/2008",31.97535,-81.91445,"8",622,62.2,"2.8","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"779",548,"5/5/2008",31.97535,-81.91445,"8",740,74,"5.9","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"780",549,"5/5/2008",31.97535,-81.91445,"8",740,74,"5.1","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"781",550,"5/5/2008",31.97535,-81.91445,"8",505,50.5,"1.4","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"782",551,"5/6/2008",30.90783333,-81.90626667,"9",820,82,"7.4","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"783",552,"5/6/2008",30.90783333,-81.90626667,"9",860,86,"9.4","Flathead Catfish","Mark2008","memorable",0,0,0,0,1,0
"784",553,"5/6/2008",30.90783333,-81.90626667,"9",734,73.4,"5.3","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"785",554,"5/6/2008",30.90783333,-81.90626667,"9",370,37,"0.6","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"786",555,"5/6/2008",30.91355,-81.91626667,"9",535,53.5,"1.4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"787",556,"5/6/2008",30.91355,-81.91626667,"9",636,63.6,"3.4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"788",557,"5/6/2008",30.91355,-81.91626667,"9",574,57.4,"2.6","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"789",558,"5/6/2008",30.91355,-81.91626667,"9",356,35.6,"0.4","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"790",559,"5/8/2008",30.90021667,-81.82823333,"10",691,69.1,"3.9","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"791",560,"5/8/2008",30.90021667,-81.82823333,"10",750,75,"6.1","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"792",561,"5/8/2008",30.90021667,-81.82823333,"10",705,70.5,"4.4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"793",562,"5/8/2008",30.90021667,-81.82823333,"10",525,52.5,"2.3","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"794",563,"5/8/2008",30.90021667,-81.82823333,"10",575,57.5,"2.5","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"795",564,"5/8/2008",30.90021667,-81.82823333,"10",597,59.7,"2.4","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"796",565,"5/8/2008",30.90021667,-81.82823333,"10",393,39.3,"0.6","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"797",566,"5/8/2008",30.91088333,-81.87303333,"10",724,72.4,"5.1","Flathead Catfish","Mark2008","preferred",0,0,0,1,0,0
"798",567,"5/8/2008",30.91088333,-81.87303333,"10",600,60,"2.9","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"799",568,"5/8/2008",30.91088333,-81.87303333,"10",550,55,"2","Flathead Catfish","Mark2008","quality",0,0,1,0,0,0
"800",569,"5/8/2008",30.91088333,-81.87303333,"10",445,44.5,"0.8","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"801",570,"5/8/2008",30.91088333,-81.87303333,"10",356,35.6,"0.45","Flathead Catfish","Mark2008","stock",0,1,0,0,0,0
"802",477,"4/7/2008",31.135,-81.86944444,"5",994,99.4,"12.5","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"803",483,"4/8/2008",31.09444444,-81.91388889,"6",656,65.6,"4.9","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"804",283,"4/10/2008",31.03166667,-81.90638889,"7",630,63,"3.916","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"805",502,"4/24/2008",31.15876667,-81.85826667,"4",637,63.7,"4.022","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"806",503,"4/24/2008",31.15876667,-81.85826667,"4",645,64.5,"3.481","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"807",8888,"4/24/2008",31.18606667,-81.87581667,"4",1080,108,"18.5","Flathead Catfish","Recap2008","trophy",0,0,0,0,0,1
"808",124,"4/29/2008",31.1291,-81.88518333,"5",1005,100.5,"13.7","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"809",518,"4/30/2008",31.0055,-81.9095,"7",617,61.7,"3.5","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"810",527,"5/2/2008",31.09248333,-81.91805,"6",688,68.8,"4.7","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"811",109,"5/2/2008",31.11455,-81.89945,"6",455,45.5,"1.5","Flathead Catfish","Recap2008","stock",0,1,0,0,0,0
"812",183,"5/2/2008",31.08073333,-81.92445,"6",545,54.5,"2.5","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"813",531,"5/5/2008",31.97535,-81.91445,"8",863,86.3,"10","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"814",346,"5/5/2008",30.96561667,-81.90218333,"8",710,71,"5","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"815",388,"5/5/2008",30.96931667,-81.90138333,"8",608,60.8,"2.5","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"816",535,"5/5/2008",30.97096667,-81.85498333,"8",607,60.7,"4.6","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"817",536,"5/5/2008",30.97096667,-81.85498333,"8",920,92,"11.2","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"818",549,"5/19/2008",30.94996667,-81.81583333,"11",745,74.5,"5.75","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"819",556,"5/19/2008",30.98481667,-81.77548333,"11",635,63.5,"3.6","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"820",491,"5/29/2008",30.90843333,-81.9011,"9",620,62,"3.6","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"821",564,"5/29/2008",30.90444444,-81.83166667,"10",598,59.8,"2.268","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"822",548,"5/29/2008",30.91694444,-81.81722222,"10",749,74.9,"5.9","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"823",518,"6/3/2008",30.98248333,-81.91636667,"8",625,62.5,"3.04","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"824",377,"6/3/2008",30.96771667,-81.90235,"8",647,64.7,"3.75","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"825",541,"6/3/2008",30.96505,-81.90138333,"8",573,57.3,"2.3","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"826",8888,"6/3/2008",30.96398333,-81.90063333,"8",495,49.5,"1.65","Flathead Catfish","Recap2008","stock",0,1,0,0,0,0
"827",543,"6/3/2008",30.95583333,-81.8923,"8",849,84.9,"9.35","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"828",498,"6/9/2008",31.25721667,-81.86153333,"3",473,47.3,"1.43","Flathead Catfish","Recap2008","stock",0,1,0,0,0,0
"829",8888,"6/10/2008",30.97833333,-81.91527778,"8",785,78.5,"7.15","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"830",8888,"6/10/2008",30.96638889,-81.90416667,"8",922,92.2,"9.8","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"831",560,"6/10/2008",30.96444444,-81.90083333,"8",770,77,"5.6","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"832",537,"6/10/2008",30.96138889,-81.89333333,"8",745,74.5,"5.1","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"833",555,"6/11/2008",30.9095,-81.9121,"9",530,53,"1.412","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"834",8888,"6/11/2008",30.91068333,-81.90358333,"9",474,47.4,"1.128","Flathead Catfish","Recap2008","stock",0,1,0,0,0,0
"835",514,"6/11/2008",30.9016,-81.87555,"9",621,62.1,"2.769","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"836",570,"6/13/2008",30.89926667,-81.85578333,"10",386,38.6,"0.543","Flathead Catfish","Recap2008","stock",0,1,0,0,0,0
"837",563,"6/13/2008",30.90265,-81.82611667,"10",577,57.7,"2.215","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"838",542,"6/16/2008",30.92561667,-81.8168,"11",990,99,"14","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"839",503,"6/16/2008",30.96833333,-81.80444444,"11",655,65.5,"3.056","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"840",56,"6/18/2008",31.15305556,-81.86083333,"5",565,56.5,"1.971","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"841",8888,"6/18/2008",31.13444444,-81.87222222,"5",1000,100,"11.55","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"842",507,"6/18/2008",31.14472222,-81.86916667,"5",780,78,"6.4","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"843",123,"6/19/2008",31.12388889,-81.89361111,"6",715,71.5,"4.7","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"844",8888,"6/19/2008",31.12305556,-81.89111111,"6",630,63,"3.176","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"845",513,"6/19/2008",31.1225,-81.89138889,"6",702,70.2,"4.85","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"846",88,"6/19/2008",31.11527778,-81.90333333,"6",606,60.6,"3.04","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"847",494,"7/7/2008",31.0363,-81.90576667,"7",605,60.5,"3.009","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"848",482,"8/8/2008",30.95227,-81.89246,"8",802,80.2,"7.5","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"849",480,"8/8/2008",30.98104,-81.91617,"8",590,59,"2.387","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"850",368,"8/8/2008",30.97404,-81.90615,"8",655,65.5,"3.37","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"851",517,"8/11/2008",30.9443,-81.9002,"9",657,65.7,"3.42","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"852",530,"8/11/2008",30.91041667,-81.9102,"9",737,73.7,"4.65","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"853",269,"8/11/2008",30.90875,-81.8888,"9",710,71,"4.5","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"854",444,"8/11/2008",30.90265,-81.87488333,"9",680,68,"4.25","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"855",489,"8/12/2008",30.91028333,-81.87306667,"10",925,92.5,"9.6","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"856",403,"8/12/2008",30.92051667,-81.81943333,"10",608,60.8,"2.34","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"857",104,"8/27/2008",31.13453333,-81.87156667,"5",847,84.7,"6.75","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"858",524,"8/27/2008",31.1178,-81.89708333,"6",570,57,"2.48","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"859",8888,"8/27/2008",31.10915,-81.90465,"6",662,66.2,"4.56","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"860",523,"9/8/2008",30.97553333,-81.9067,"8",531,53.1,"1.778","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"861",535,"9/8/2008",30.96795,-81.90208333,"8",626,62.6,"3.672","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"862",241,"9/29/2008",31.12313333,-81.89126667,"6",695,69.5,"4.16","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"863",526,"9/29/2008",31.12313333,-81.89126667,"6",645,64.5,"3.3","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"864",479,"9/29/2008",31.12313333,-81.89126667,"6",680,68,"4.04","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"865",152,"10/6/2008",30.98811667,-81.9137,"8",718,71.8,"4.95","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"866",554,"10/7/2008",30.90218333,-81.86885,"9",427,42.7,"0.72","Flathead Catfish","Recap2008","stock",0,1,0,0,0,0
"867",565,"10/8/2008",30.90841667,-81.82738333,"10",510,51,"1.28","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"868",475,"5/12/2009",31.15871,-81.85839,"4",1000,100,"15","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"869",252,"5/14/2009",31.129,-81.87616667,"5",633,63.3,"3.4","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"870",546,"5/19/2009",30.95583333,-81.89222222,"8",695,69.5,"4.822","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"871",127,"6/26/2009",31.0198,-81.90733333,"7",718,71.8,"5.8","Flathead Catfish","Recap2008","preferred",0,0,0,1,0,0
"872",445,"7/13/2009",30.98123,-81.91642,"8",1020,102,"16.4","Flathead Catfish","Recap2008","trophy",0,0,0,0,0,1
"873",516,"7/27/2009",30.97996,-81.91538,"8",945,94.5,"13.05","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"874",515,"7/28/2009",30.90642,-81.87463,"9",1005,100.5,"14.95","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"875",446,"8/17/2009",30.98789,-81.91469,"8",880,88,"10.5","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"876",339,"8/17/2009",30.98674,-81.9178,"8",700,70,"4.53","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"877",396,"9/7/2011",30.96866667,-81.90123333,"8",663,66.3,"3.277","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"878",557,"4/27/2011",30.90786667,-81.90506667,"9",675,67.5,"4.65","Flathead Catfish","Recap2008","quality",0,0,1,0,0,0
"879",559,"10/4/2011",30.88973333,-81.84935,"10",960,96,"11.3","Flathead Catfish","Recap2008","memorable",0,0,0,0,1,0
"880",1001,"3/24/2011",30.94571667,-81.89948333,"8--9",800,80,"6.601","Flathead Catfish","Mark2011","preferred",0,0,0,1,0,0
"881",1002,"3/28/2011",31.26578333,-81.87008333,"3",970,97,".","Flathead Catfish","Mark2011","memorable",0,0,0,0,1,0
"882",8888,"3/28/2011",31.26578333,-81.87008333,"3",292,29.2,"0.213","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"883",1003,"3/28/2011",31.26578333,-81.87008333,"3",402,40.2,"0.578","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"884",8888,"3/29/2011",31.15861111,-81.85833333,"4--5",140,14,"0.022","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"885",1004,"3/29/2011",31.15861111,-81.85833333,"4--5",360,36,"0.443","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"886",1006,"3/29/2011",31.15861111,-81.85833333,"4--5",1030,103,"18.6","Flathead Catfish","Mark2011","trophy",0,0,0,0,0,1
"887",8888,"3/29/2011",31.14416667,-81.86972222,"5",186,18.6,"0.056","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"888",8888,"3/29/2011",31.14416667,-81.86972222,"5",222,22.2,"0.091","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"889",1007,"3/29/2011",31.14416667,-81.86972222,"5",383,38.3,"0.05","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"890",1008,"3/29/2011",31.14416667,-81.86972222,"5",595,59.5,"2.26","Flathead Catfish","Mark2011","quality",0,0,1,0,0,0
"891",1009,"3/29/2011",31.14416667,-81.86972222,"5",1070,107,"17.81","Flathead Catfish","Mark2011","trophy",0,0,0,0,0,1
"892",8888,"3/30/2011",31.04944444,-81.93416667,"7",290,29,"0.224","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"893",1010,"3/30/2011",31.04944444,-81.93416667,"7",368,36.8,"0.465","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"894",1011,"3/30/2011",31.04944444,-81.93416667,"7",418,41.8,"0.739","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"895",8888,"3/30/2011",31.04944444,-81.93416667,"7",182,18.2,"0.047","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"896",1012,"4/18/2011",30.94571667,-81.89948333,"8--9",880,88,"10.15","Flathead Catfish","Mark2011","memorable",0,0,0,0,1,0
"897",1013,"4/18/2011",30.94571667,-81.89948333,"8--9",505,50.5,"1.5","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"898",8888,"4/18/2011",30.94571667,-81.89948333,"8--9",222,22.2,"0.09","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"899",8888,"4/18/2011",30.94571667,-81.89948333,"8--9",213,21.3,"0.097","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"900",8888,"4/18/2011",30.94571667,-81.89948333,"8--9",142,14.2,"0.027","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"901",1014,"4/26/2011",30.94571667,-81.89948333,"8--9",362,36.2,"0.412","Flathead Catfish","Mark2011","stock",0,1,0,0,0,0
"902",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",116,11.6,"0.026","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"903",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",107,10.7,"0.01","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"904",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",332,33.2,"0.341","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"905",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",329,32.9,"0.311","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"906",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",277,27.7,"0.173","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"907",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",267,26.7,"0.166","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"908",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",227,22.7,"0.106","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
"909",8888,"4/26/2011",30.94571667,-81.89948333,"8--9",316,31.6,"0.271","Flathead Catfish","Mark2011","substock",1,0,0,0,0,0
